;reportingDate;productName;dealName;sti1;businessLine;productLine;region;country;signingDate;settlementDate;tradeDate;maturityDate;borrowerId;borrowerName;currency;finalAllocationDeal;finalTakeDeal;ccyFinalTakeDeal;currentCommitment;productVolume;ccyProductVolume;bestEffortDeal;rwaSpot;rwaHtm;rwaRelease;ccyRwa;totalPremium;investorId;investorName;borker;upfrontFees;upfrontFeesSkim;ccyFees;rationale;tradePrice;investorType;wal;netMargin;grossMargin;eva
577;30/11/2023;cri;Shake drug view around president.;5773;era;corporate;emea;Saint Pierre and Miquelon;02/12/2023;30/11/2023;30/11/2023;04/12/2023;2232710146;Anderson PLC;eur;10087620;27422915;usd;10087620;10087620;usd;27422915;3026286.0;2521905.0;2521905.0;usd;15;4606668662;Wall state new every offer truth.;Dog themselves when child since.;15;151;gbp;Need central risk.;98;bcg;5;93;248;91
578;30/11/2023;cds;Significant him you leave.;7950;itb;aviation;apac;Albania;10/12/2023;07/12/2023;09/12/2023;10/12/2023;3353622568;Gilbert-Wells;eur;22587254;22587254;eur;22587254;22587254;gbp;22587254;6776176.2;5646813.5;5646813.5;usd;32;5484381844;Face time plan lay loss.;Machine art mention.;193;39;eur;Individual plant.;87;scg;6;127;164;195
579;30/11/2023;cds;Challenge begin east bad.;4835;era;afa;emea;Hungary;09/12/2023;06/12/2023;09/12/2023;07/12/2023;154374317;Sullivan, Jenkins and Harris;gbp;55597525;55597525;gbp;42628594;42628594;eur;43233647;16679257.5;13899381.25;10657148.5;gbp;100;738162951;Stay everybody trouble.;To protect with democratic than.;97;96;usd;Whatever the.;69;scg;2;85;129;104
580;30/11/2023;secondary;Represent son spring hope.;8880;era;tmt;apac;Iceland;03/12/2023;30/11/2023;03/12/2023;02/12/2023;1765661574;Parrish Ltd;gbp;20408955;50978813;usd;20408955;20408955;eur;50978813;6122686.5;5102238.75;5102238.75;usd;139;2414166261;Help probably the generation.;South blood camera organization.;188;88;gbp;Do just choose kind.;38;scg;5;239;239;123
581;30/11/2023;securitization;Effect season main laugh.;7532;clf;corporate;americas;Andorra;06/12/2023;01/12/2023;08/12/2023;05/12/2023;3046485329;Reyes and Sons;usd;24639650;88635712;usd;24639650;24639650;eur;61732100;7391895.0;6159912.5;6159912.5;usd;113;3904189013;Point fire exactly.;Choose ten back structure.;113;12;eur;It party.;75;ecg;7;114;154;250
582;30/11/2023;picr;Forget relate role mother under.;8897;clf;shipping;americas;Guatemala;01/12/2023;30/11/2023;05/12/2023;04/12/2023;9679290185;Shelton, Rogers and Hebert;usd;95229360;95229360;eur;65361982;23506896;usd;12450958;28568808.0;23807340.0;5876724.0;usd;180;861339775;Skin list life international.;Relationship also after agent.;13;204;eur;Require resource.;24;bcg;7;202;202;95
583;30/11/2023;cds;Decision college old.;199;era;gcf;apac;Guyana;08/12/2023;01/12/2023;03/12/2023;07/12/2023;9066912366;Jenkins, Lewis and Buchanan;gbp;68672588;68672588;gbp;48890102;44388235;usd;68672588;20601776.4;17168147.0;11097058.75;gbp;166;9439005749;Leg suggest ok break.;Believe cup campaign change.;221;227;gbp;Investment image.;46;scg;1;208;208;43
584;30/11/2023;secondary;Face should story who after.;568;itb;oil&gas;emea;Papua New Guinea;09/12/2023;08/12/2023;08/12/2023;09/12/2023;6755693458;Howard, Lopez and Whitehead;eur;39644680;50813377;usd;30023540;11291245;gbp;50813377;11893404.0;9911170.0;2822811.25;usd;45;5402242684;Movie seven under whether.;Moment smile hair beat.;120;126;gbp;Cultural nice.;20;scg;7;64;64;19
585;30/11/2023;securitization;Message research around huge.;6916;era;midCap;americas;Thailand;05/12/2023;03/12/2023;06/12/2023;06/12/2023;5069640273;Gordon Group;eur;54379728;71664014;eur;45787210;32176343;usd;45686920;16313918.399999999;13594932.0;8044085.75;eur;109;4636455527;Debate instead something future.;Talk table yourself.;156;227;eur;Red price water.;38;ecg;7;105;164;93
586;30/11/2023;cds;Become skin choice evidence.;6558;clf;shipping;emea;Congo;03/12/2023;01/12/2023;08/12/2023;01/12/2023;2336234831;Delacruz Ltd;eur;84822498;84822498;gbp;11713253;11713253;usd;24237568;25446749.4;21205624.5;2928313.25;usd;146;577469889;Life rule include several.;Race believe green bad send.;202;216;usd;Even rate prevent.;99;acg;6;136;240;33
587;30/11/2023;cds;Hour will star stop ten.;447;clf;tmt;apac;Moldova;02/12/2023;01/12/2023;04/12/2023;09/12/2023;1097512372;Rasmussen LLC;usd;46993047;68389925;eur;46993047;26920474;gbp;68389925;14097914.1;11748261.75;6730118.5;usd;166;3418412481;Everything theory social top.;Nor federal wide avoid.;245;121;usd;Commercial.;56;scg;8;222;222;239
588;30/11/2023;securitization;Yet prove develop.;5853;clf;midCap;americas;Montenegro;10/12/2023;05/12/2023;10/12/2023;05/12/2023;9946635868;Wagner Inc;gbp;25642007;98975294;gbp;25642007;25642007;usd;98924900;7692602.1;6410501.75;6410501.75;usd;247;8647711477;Until tree book age.;Computer become rule.;109;140;eur;Agreement which.;20;acg;8;140;179;70
589;30/11/2023;picr;Mouth question least far party.;9483;clf;infra;apac;Yemen;07/12/2023;30/11/2023;01/12/2023;08/12/2023;526719691;Martin-Gill;gbp;14216662;88104675;eur;14216662;10001652;usd;67199253;4264998.6;3554165.5;2500413.0;eur;86;8517738142;Yet though strategy suggest deep.;Around war door cover that.;165;36;eur;Choose ball light.;67;scg;5;93;202;145
590;30/11/2023;picr;Focus wife other since.;2336;era;infra;emea;Samoa;08/12/2023;30/11/2023;04/12/2023;02/12/2023;9376682095;Wyatt PLC;eur;94961776;94961776;gbp;86379013;65712563;usd;31863503;28488532.8;23740444.0;16428140.75;usd;185;2722814225;Good model for stand only.;Let statement from kitchen.;77;134;usd;Figure thing.;100;acg;5;95;95;54
591;30/11/2023;secondary;Production power where add cell.;2347;era;shipping;emea;Wallis and Futuna;07/12/2023;01/12/2023;01/12/2023;03/12/2023;1486413156;Bryant-Owens;usd;31301614;76860986;gbp;15119737;15119737;usd;18876000;9390484.2;7825403.5;3779934.25;gbp;30;2796027196;Role hot today meeting cell task.;Now quickly represent laugh baby.;99;188;gbp;Arrive school true.;33;acg;8;19;93;223
592;30/11/2023;picr;New language out but.;8573;itb;gcf;americas;Heard Island and McDonald Islands;04/12/2023;02/12/2023;07/12/2023;08/12/2023;3669129556;Williams, Gates and Davis;eur;69486576;79101328;eur;22230260;22230260;usd;46616560;20845972.8;17371644.0;5557565.0;usd;214;2328103965;Order this consider enough.;Car notice word concern weight.;146;149;eur;Employee ball less.;23;scg;6;78;78;135
593;30/11/2023;cri;Any after make few.;6815;itb;mining;americas;Saudi Arabia;03/12/2023;02/12/2023;10/12/2023;07/12/2023;8524108574;Richards LLC;eur;63835641;96513781;eur;21230521;21230521;gbp;56580490;19150692.3;15958910.25;5307630.25;eur;119;2402091981;Answer school down.;My allow her.;35;58;gbp;Measure lose number.;96;acg;4;204;204;44
594;30/11/2023;securitization;Every source book ahead make.;1615;itb;gcf;emea;Mauritius;30/11/2023;30/11/2023;06/12/2023;09/12/2023;2517503286;Romero, Cruz and Ward;eur;43763843;43763843;usd;43763843;43763843;eur;43763843;13129152.9;10940960.75;10940960.75;gbp;235;5325076992;He move else we piece attack.;Store book audience inside light.;152;90;gbp;Build laugh tough.;91;acg;9;130;164;108
595;30/11/2023;cri;Young different test community.;1042;clf;power;americas;Aruba;02/12/2023;01/12/2023;02/12/2023;03/12/2023;2168930740;Bates and Sons;eur;50885141;50885141;gbp;50885141;37860978;eur;50885141;15265542.299999999;12721285.25;9465244.5;gbp;30;2913380391;Test yourself production heart.;Practice in hope son school.;54;196;usd;Later meet late.;12;bcg;4;38;125;37
596;30/11/2023;cri;Set office budget it rich.;5429;itb;shipping;emea;Senegal;10/12/2023;08/12/2023;09/12/2023;10/12/2023;2152549735;Lopez LLC;usd;72425267;72425267;usd;56747535;18902254;usd;57007291;21727580.099999998;18106316.75;4725563.5;usd;156;1980006872;High station music window he.;Practice could rate company.;194;113;eur;Home people born.;104;scg;8;191;191;20
597;30/11/2023;cds;Sign them month participant own.;9245;era;mining;apac;United Arab Emirates;05/12/2023;03/12/2023;09/12/2023;04/12/2023;9605093709;Leblanc, Bennett and Medina;gbp;37229860;98372861;usd;27254676;27254676;eur;83268632;11168958.0;9307465.0;6813669.0;usd;14;2384395620;Treatment article last.;History body rich finish.;26;104;usd;Give hundred reduce.;75;acg;10;21;27;86
598;30/11/2023;cds;Line show face decision under.;4403;clf;midCap;apac;Belarus;03/12/2023;01/12/2023;02/12/2023;06/12/2023;7270450618;Hudson-Harris;usd;17556575;97184221;eur;17556575;17556575;gbp;77201555;5266972.5;4389143.75;4389143.75;eur;78;6424404585;Eight measure range sense add.;Beyond this top less door level.;148;166;eur;Form employee girl.;96;bcg;10;147;147;184
599;30/11/2023;secondary;Mr region whom mind with simply.;4252;clf;corporate;emea;Jersey;01/12/2023;30/11/2023;07/12/2023;06/12/2023;1688872694;Maldonado-Calhoun;gbp;25897328;25897328;usd;25897328;25897328;gbp;25897328;7769198.399999999;6474332.0;6474332.0;gbp;151;3655024122;Apply seven letter figure.;Without would four wish book.;113;114;eur;In fire education.;21;bcg;5;194;233;205
600;30/11/2023;securitization;Allow thank nor west easy enough.;9372;itb;infra;americas;Nauru;05/12/2023;03/12/2023;09/12/2023;04/12/2023;5039132815;Bowen, Marsh and Moore;gbp;73497140;73497140;gbp;73497140;73497140;gbp;71021196;22049142.0;18374285.0;18374285.0;eur;203;4941047181;My detail also entire.;Industry network bad street.;221;181;usd;Ability author.;80;ecg;10;59;122;98
601;30/11/2023;cri;Alone visit skin each no run.;7314;era;midCap;emea;Sao Tome and Principe;01/12/2023;30/11/2023;01/12/2023;10/12/2023;4664270322;Savage and Sons;usd;95760754;95760754;eur;55267962;44721362;usd;55123502;28728226.2;23940188.5;11180340.5;gbp;47;2100782699;Center down arm state however.;On clearly always although.;11;34;eur;Cultural Republican.;46;scg;2;201;211;246
602;30/11/2023;secondary;Form project TV left.;3961;clf;power;americas;Djibouti;09/12/2023;05/12/2023;05/12/2023;05/12/2023;4992970529;White, Waters and Mejia;eur;42275663;42275663;usd;42275663;26178572;usd;42275663;12682698.9;10568915.75;6544643.0;gbp;38;6240565512;Few wife too history line.;Eye a respond black.;47;232;gbp;Main easy edge to.;81;scg;10;44;84;24
603;30/11/2023;secondary;Discussion stuff a ready.;9999;clf;real estate;americas;Lebanon;30/11/2023;30/11/2023;05/12/2023;30/11/2023;2741032889;Price Inc;gbp;57106678;57106678;usd;57106678;57106678;usd;13306316;17132003.4;14276669.5;14276669.5;usd;117;820040825;Expert out approach cultural.;Later different tree middle.;109;170;usd;Physical industry.;100;ecg;5;121;134;245
604;30/11/2023;cds;Suddenly nature such man.;7257;clf;infra;americas;Cook Islands;07/12/2023;05/12/2023;05/12/2023;05/12/2023;8464676685;Sanders-Webster;usd;22108729;80230059;usd;22108729;22108729;eur;80230059;6632618.7;5527182.25;5527182.25;gbp;62;8712057383;Spring woman near hour.;Check all summer five.;203;55;usd;Here able phone.;99;acg;8;224;224;243
605;30/11/2023;cds;Describe bit performance.;5882;clf;tmt;apac;Rwanda;10/12/2023;09/12/2023;09/12/2023;09/12/2023;5394794776;Miles, Smith and Liu;gbp;69709245;76305990;gbp;69709245;69709245;usd;76305990;20912773.5;17427311.25;17427311.25;gbp;236;3296910443;Project up he since.;Surface against stage reduce.;202;204;usd;Who would inside.;105;ecg;3;59;59;58
606;30/11/2023;securitization;Investment yes will without.;7057;itb;mining;emea;Cameroon;06/12/2023;05/12/2023;05/12/2023;08/12/2023;1471602720;Vargas-Gallegos;usd;65691137;65691137;gbp;36304652;36304652;eur;65691137;19707341.099999998;16422784.25;9076163.0;gbp;202;2554220162;Once agree step performance.;Far organization effect bring.;189;147;gbp;Green woman test.;67;ecg;4;78;78;16
607;30/11/2023;securitization;Government account human.;9443;itb;aviation;emea;Korea;02/12/2023;01/12/2023;04/12/2023;10/12/2023;296056193;Harris, Morgan and Peters;eur;80601218;97849357;gbp;69276258;69276258;usd;88364273;24180365.4;20150304.5;17319064.5;usd;60;2780679519;Same statement threat.;Close morning hand cost.;246;173;eur;Analysis surface.;101;acg;9;186;186;234
608;30/11/2023;cri;When try dog.;2615;clf;aviation;americas;Montenegro;08/12/2023;03/12/2023;05/12/2023;10/12/2023;3028251586;Wilson-Walker;usd;36308278;84817312;usd;36308278;27525619;gbp;10393458;10892483.4;9077069.5;6881404.75;eur;68;6297464445;Also focus attention entire size.;Tough charge city home while.;122;153;gbp;Phone trade here.;55;acg;5;187;194;171
609;30/11/2023;securitization;Son project well possible.;7431;era;afa;americas;Guatemala;07/12/2023;03/12/2023;04/12/2023;07/12/2023;3207196897;Lowe-Smith;eur;93808052;93808052;usd;42970127;42970127;eur;61416405;28142415.599999998;23452013.0;10742531.75;usd;95;781865612;Step common structure pull nice.;Show prove sign large reason.;93;147;usd;Chance kitchen song.;102;scg;10;202;226;175
610;30/11/2023;cri;Seek door man would upon.;1838;era;midCap;americas;Singapore;09/12/2023;05/12/2023;05/12/2023;07/12/2023;3572779481;Kramer, Jackson and Mccormick;eur;55224998;55224998;eur;55224998;55224998;usd;55224998;16567499.399999999;13806249.5;13806249.5;usd;132;2657558563;Himself allow action.;If almost development skill.;206;85;gbp;For notice.;79;acg;2;19;249;97
611;30/11/2023;cri;Between unit across.;3243;era;oil&gas;americas;Bolivia;06/12/2023;04/12/2023;08/12/2023;08/12/2023;8979316186;Martin, Patterson and Yu;usd;86517679;86517679;gbp;41493119;41493119;eur;41683992;25955303.7;21629419.75;10373279.75;usd;233;5643879069;Woman herself the husband.;Determine three why.;183;36;gbp;Fish grow to attack.;78;scg;7;22;32;101
612;30/11/2023;cds;Put thus every best fast.;9143;itb;corporate;americas;Fiji;04/12/2023;02/12/2023;05/12/2023;02/12/2023;3135389075;Gonzales Inc;eur;88973940;88973940;eur;69338426;19919138;gbp;56629250;26692182.0;22243485.0;4979784.5;eur;27;1204065921;City quality watch.;Identify tend eat teach man.;238;66;eur;In team religious.;87;bcg;1;25;112;226
613;30/11/2023;securitization;Many really cultural until.;9847;itb;afa;emea;Liberia;02/12/2023;01/12/2023;03/12/2023;04/12/2023;872358171;Moyer-Mitchell;usd;77700433;84385018;usd;40321710;23636546;eur;34539721;23310129.9;19425108.25;5909136.5;gbp;116;8204145021;On which worry white man.;Face human shoulder receive.;199;196;eur;Evidence bring.;77;ecg;8;240;240;50
614;30/11/2023;securitization;Action or PM.;7216;clf;midCap;emea;Kyrgyz Republic;10/12/2023;05/12/2023;05/12/2023;07/12/2023;2104475496;Hill-Smith;eur;14211847;49058440;usd;14211847;14211847;usd;49058440;4263554.1;3552961.75;3552961.75;usd;219;4154214091;Color owner all real enter keep.;American especially travel.;102;100;gbp;Seat society their.;83;ecg;8;43;180;188
615;30/11/2023;cds;Half glass only number firm.;2144;era;afa;apac;Tunisia;06/12/2023;01/12/2023;01/12/2023;02/12/2023;38116408;Neal, Dominguez and Johnson;eur;19776250;76351276;eur;19776250;19776250;gbp;76351276;5932875.0;4944062.5;4944062.5;eur;219;968440192;Tree radio ground southern form.;Several foot beyond cold.;147;119;gbp;Design skill cost.;17;scg;3;130;247;144
616;30/11/2023;cds;Choose success form power out.;9411;clf;aviation;emea;Mozambique;06/12/2023;02/12/2023;08/12/2023;02/12/2023;8117220902;Lewis-Manning;gbp;33968842;33968842;usd;33968842;24892854;gbp;33968842;10190652.6;8492210.5;6223213.5;gbp;37;2365788090;Thank most knowledge hour ask.;Doctor strong pretty rich.;119;30;gbp;Determine Congress.;103;acg;3;191;191;161
617;30/11/2023;securitization;Drive fall investment group.;2879;era;power;apac;Puerto Rico;01/12/2023;30/11/2023;03/12/2023;09/12/2023;6249704650;Smith, Levy and Lambert;gbp;61012311;61012311;gbp;61012311;61012311;gbp;61012311;18303693.3;15253077.75;15253077.75;gbp;227;6113198882;Yes response glass finish.;Cell protect yet.;155;51;eur;History in pretty.;103;bcg;10;32;48;14
618;30/11/2023;secondary;Impact marriage impact.;1450;clf;oil&gas;americas;Anguilla;06/12/2023;02/12/2023;03/12/2023;07/12/2023;203244913;Davidson-Wolfe;gbp;49227538;76078393;gbp;18691159;18691159;gbp;76078393;14768261.4;12306884.5;4672789.75;usd;198;4117238963;Produce notice describe bag.;Figure reach off security event.;116;138;usd;Way others eight.;101;ecg;6;216;216;198
619;30/11/2023;cri;Night watch practice world.;924;era;afa;apac;Estonia;05/12/2023;04/12/2023;09/12/2023;07/12/2023;9013491300;Mcdowell, Tran and Turner;usd;91569577;91569577;usd;68377908;68377908;usd;55001722;27470873.099999998;22892394.25;17094477.0;eur;234;9882568121;Film oil series safe walk often.;Surface wrong actually.;47;78;gbp;Far himself major.;63;bcg;1;127;127;134
620;30/11/2023;secondary;Tree a mind sit turn play model.;905;itb;aviation;apac;Montserrat;30/11/2023;30/11/2023;08/12/2023;10/12/2023;9798498640;Perkins, Hunter and Harrington;eur;33068393;99205328;gbp;33068393;33068393;eur;33102750;9920517.9;8267098.25;8267098.25;eur;212;8409560948;Certainly option rule successful.;Address can meet.;68;239;usd;Like particularly.;47;ecg;4;168;168;59
621;30/11/2023;picr;Yes change similar glass.;4669;clf;afa;emea;Belgium;06/12/2023;04/12/2023;07/12/2023;04/12/2023;7320070314;Wood-Bell;usd;94987549;94987549;eur;42234225;42234225;gbp;39643452;28496264.7;23746887.25;10558556.25;eur;58;4495016841;Head citizen yard social off bad.;Success play tough site listen.;139;11;usd;Issue fact board.;31;ecg;3;163;163;230
622;30/11/2023;cri;Really final really.;1924;clf;midCap;emea;Congo;09/12/2023;02/12/2023;06/12/2023;07/12/2023;5464703482;Grant Ltd;gbp;71623554;71623554;usd;71623554;36676540;eur;34952475;21487066.2;17905888.5;9169135.0;usd;14;3157570478;Thousand coach war hour.;Cold enter body wind deal threat.;138;80;gbp;Theory difficult.;84;acg;9;142;162;109
623;30/11/2023;cds;Already sea move mean arrive bed.;1035;clf;corporate;emea;Latvia;05/12/2023;04/12/2023;09/12/2023;09/12/2023;7481407622;Murphy-Myers;usd;98717735;98717735;gbp;58475810;29738790;eur;96319346;29615320.5;24679433.75;7434697.5;gbp;152;296997816;Economy approach today.;Low drug bar beautiful describe.;192;193;eur;Seem case herself.;85;ecg;3;133;179;125
624;30/11/2023;securitization;Him fire enough.;7038;era;export finance;americas;Benin;07/12/2023;03/12/2023;05/12/2023;09/12/2023;6787253193;Anderson Inc;gbp;84962915;84962915;eur;45514357;45514357;gbp;80165861;25488874.5;21240728.75;11378589.25;eur;19;5492741499;Price character support.;Name might if daughter.;115;246;eur;Speak treat.;64;bcg;10;17;145;172
625;30/11/2023;picr;Difference discuss another play.;1191;itb;mining;apac;Peru;01/12/2023;30/11/2023;01/12/2023;04/12/2023;4016037106;Brown LLC;gbp;38093429;86021707;usd;38093429;38093429;usd;11100391;11428028.7;9523357.25;9523357.25;usd;42;9180339800;Day lot long parent different.;Open light community present nor.;48;28;eur;My eye price ask.;100;ecg;7;158;158;247
626;30/11/2023;picr;Religious better shake budget.;926;itb;afa;apac;Latvia;30/11/2023;30/11/2023;02/12/2023;06/12/2023;7830038066;Howard Inc;eur;84247926;84247926;usd;84247926;74975600;gbp;72837582;25274377.8;21061981.5;18743900.0;usd;141;5003701963;Age from most simple.;Personal sit health for.;84;187;eur;Rest hold.;42;acg;10;230;230;223
627;30/11/2023;cri;Her audience entire.;1439;clf;midCap;americas;Malaysia;02/12/2023;01/12/2023;04/12/2023;06/12/2023;5038323327;Hawkins, Garcia and Calderon;gbp;83088199;83088199;gbp;18072155;18072155;usd;39373264;24926459.7;20772049.75;4518038.75;gbp;46;5165412987;Water include serve available.;Hot camera plan picture attorney.;173;127;eur;Mission increase.;84;scg;3;32;220;123
628;30/11/2023;cri;Miss skin everybody.;8826;clf;aviation;americas;Malaysia;10/12/2023;02/12/2023;03/12/2023;02/12/2023;273751960;Cruz-Chambers;eur;65372586;83764622;gbp;45856230;45856230;gbp;77366662;19611775.8;16343146.5;11464057.5;usd;164;364171359;Rock treat pick assume.;Factor away consumer use.;174;127;eur;Create technology.;53;ecg;4;196;196;117
629;30/11/2023;secondary;Certainly amount lawyer project.;3926;clf;gcf;emea;United Kingdom;02/12/2023;30/11/2023;06/12/2023;30/11/2023;4212146491;Schneider Group;eur;74907487;74907487;gbp;74907487;74907487;eur;64468990;22472246.099999998;18726871.75;18726871.75;gbp;219;4716352162;Cause store executive yet dream.;Small enjoy phone huge.;237;178;eur;Paper line ready.;87;bcg;9;234;234;38
630;30/11/2023;securitization;Life itself hard base.;4320;itb;infra;emea;Poland;06/12/2023;03/12/2023;03/12/2023;04/12/2023;128111657;Hunter-Lane;eur;27515036;44834055;usd;27515036;27515036;usd;13775799;8254510.8;6878759.0;6878759.0;gbp;82;150723519;Among create couple lead front.;City food week its.;193;230;eur;Dog Congress war PM.;46;scg;6;173;229;148
631;30/11/2023;cds;State care sign determine.;2816;era;midCap;apac;Saint Helena;07/12/2023;05/12/2023;07/12/2023;06/12/2023;5999962879;Austin LLC;eur;87595287;87595287;gbp;86201599;86201599;usd;87595287;26278586.099999998;21898821.75;21550399.75;eur;165;7259795368;Three rock garden serious.;North drug face technology.;67;133;usd;Understand land.;89;acg;1;98;98;163
632;30/11/2023;cds;Describe reach whole by for.;1220;era;aviation;apac;Netherlands Antilles;30/11/2023;30/11/2023;09/12/2023;06/12/2023;4667538075;Morrow-Charles;usd;98179812;98179812;usd;76389209;17099946;gbp;67674674;29453943.599999998;24544953.0;4274986.5;eur;73;7052600409;Body make sport.;Hot from impact land.;88;181;usd;Subject even.;55;acg;9;220;223;55
633;30/11/2023;securitization;Quite end deep.;9706;clf;mining;emea;Bolivia;06/12/2023;30/11/2023;08/12/2023;30/11/2023;2513176112;Olson, Martin and Riddle;eur;47936974;47936974;usd;29646800;12061655;usd;47936974;14381092.2;11984243.5;3015413.75;usd;151;1716840733;Cut enjoy charge against.;Great food eight little although.;128;21;eur;Design better.;37;acg;5;33;183;111
634;30/11/2023;secondary;Level black people subject once.;7873;clf;shipping;apac;Brunei Darussalam;04/12/2023;30/11/2023;05/12/2023;09/12/2023;1103303165;Rodriguez LLC;eur;92211202;92211202;eur;23583703;23583703;gbp;17493488;27663360.599999998;23052800.5;5895925.75;gbp;226;6160945229;Create edge language hand cost.;All even sea base state film.;63;217;eur;South specific.;41;acg;2;41;52;173
635;30/11/2023;cds;Shoulder small wind others arm.;4887;clf;real estate;americas;Mauritius;05/12/2023;30/11/2023;01/12/2023;09/12/2023;4321962574;Silva, Guzman and Fritz;usd;37190920;42408830;gbp;12086620;12086620;usd;35105426;11157276.0;9297730.0;3021655.0;eur;16;1795613112;Address major do.;Write memory particular.;246;18;gbp;You will she.;17;ecg;3;57;175;76
636;30/11/2023;secondary;Score mind every serve.;3924;itb;afa;apac;Djibouti;07/12/2023;01/12/2023;02/12/2023;06/12/2023;284777766;Brown, Ruiz and Glenn;gbp;41481007;88325044;usd;41481007;37190156;gbp;37730428;12444302.1;10370251.75;9297539.0;gbp;90;5136749247;Fear for great event former.;Life provide western girl.;178;60;usd;Democratic country.;95;bcg;8;241;241;131
637;30/11/2023;cri;Win or believe happy.;4628;itb;oil&gas;apac;Nauru;04/12/2023;30/11/2023;09/12/2023;09/12/2023;9743804475;Martinez, Duncan and Hernandez;gbp;82748582;88775989;eur;82748582;39090394;eur;44660226;24824574.599999998;20687145.5;9772598.5;gbp;96;4319189399;Raise eat factor budget grow.;Treat before page region.;185;122;eur;Keep vote order.;64;acg;3;170;213;17
638;30/11/2023;cri;General act last yourself.;1413;era;shipping;americas;Senegal;07/12/2023;06/12/2023;08/12/2023;08/12/2023;9074410548;Mitchell-Martinez;eur;12182434;82136789;eur;11196698;11196698;gbp;43902108;3654730.1999999997;3045608.5;2799174.5;usd;56;262876616;During difference test leg.;Worry something begin notice.;227;248;usd;Rich property.;82;bcg;4;217;217;151
639;30/11/2023;cds;Decade back test hair old.;784;clf;shipping;emea;Malta;10/12/2023;01/12/2023;10/12/2023;09/12/2023;5809829306;Bautista PLC;usd;79274178;79274178;gbp;55042827;55042827;eur;73463617;23782253.4;19818544.5;13760706.75;gbp;131;922657034;Coach us must outside.;Prevent degree stock together.;210;191;usd;Someone place away.;45;ecg;6;18;84;135
640;30/11/2023;cri;Mother radio firm.;923;era;midCap;emea;Cook Islands;02/12/2023;30/11/2023;05/12/2023;08/12/2023;7471601572;Chen-Parker;gbp;82258753;82258753;usd;82258753;52730374;eur;82258753;24677625.9;20564688.25;13182593.5;gbp;92;7689443787;Deep establish probably none.;Hundred edge or hand full.;179;177;eur;Others item wear.;86;scg;4;244;244;129
641;30/11/2023;secondary;What outside ball federal.;4508;era;oil&gas;emea;Tuvalu;30/11/2023;30/11/2023;07/12/2023;09/12/2023;406346230;Armstrong LLC;gbp;22380194;37541745;eur;22380194;22380194;gbp;37541745;6714058.2;5595048.5;5595048.5;eur;51;7162374785;Mrs institution read six show.;Article area parent win west gun.;96;159;usd;Approach church.;82;bcg;2;152;152;68
642;30/11/2023;picr;Edge various also purpose.;1264;era;oil&gas;apac;Mayotte;08/12/2023;05/12/2023;05/12/2023;07/12/2023;1104679622;Smith Group;usd;29817227;91905757;gbp;18357648;18357648;usd;91905757;8945168.1;7454306.75;4589412.0;eur;233;9061928611;Project way both industry.;Sense wonder lawyer.;160;95;eur;Serious market many.;76;ecg;3;11;149;238
643;30/11/2023;picr;Skin lawyer through enter there.;2280;clf;real estate;americas;Dominican Republic;03/12/2023;01/12/2023;04/12/2023;01/12/2023;4334169921;Sullivan-Vasquez;gbp;34257062;84339868;gbp;12390164;12390164;gbp;35289515;10277118.6;8564265.5;3097541.0;usd;247;7779892533;Six entire feeling.;Live will culture onto hot.;187;231;eur;Better see garden.;95;scg;5;33;196;212
644;30/11/2023;cds;Impact whatever task finish.;1351;clf;afa;apac;Iraq;30/11/2023;30/11/2023;02/12/2023;30/11/2023;8605425608;Hines, Love and Simmons;eur;87640875;87640875;eur;81227574;13672798;gbp;52839707;26292262.5;21910218.75;3418199.5;gbp;188;2800023870;Threat east least reality.;Success deep first.;10;150;eur;Think ground worry.;43;acg;5;86;234;16
645;30/11/2023;securitization;As respond trip.;1425;clf;export finance;emea;Northern Mariana Islands;02/12/2023;01/12/2023;01/12/2023;05/12/2023;9600199697;Payne and Sons;usd;69296724;69296724;eur;63328539;49378775;usd;65027892;20789017.2;17324181.0;12344693.75;usd;109;2415618643;Wife south concern central.;Girl reveal continue who.;207;224;eur;Nearly wind save.;61;bcg;7;181;181;244
646;30/11/2023;picr;Same customer manager for.;8407;era;export finance;emea;Korea;06/12/2023;03/12/2023;06/12/2023;10/12/2023;766304151;Jackson LLC;gbp;66371630;93226292;gbp;30735348;11503519;eur;25204724;19911489.0;16592907.5;2875879.75;usd;87;5512336732;Industry official simply she.;Outside major radio.;224;180;eur;Individual their.;53;scg;6;34;188;235
647;30/11/2023;securitization;Without national they option.;1769;era;aviation;apac;Serbia;01/12/2023;30/11/2023;08/12/2023;05/12/2023;2604698383;Bradley, Frank and Smith;gbp;27362938;40184656;gbp;27362938;27362938;gbp;40184656;8208881.399999999;6840734.5;6840734.5;gbp;132;7774609373;Beat here front.;Along break pick.;109;178;eur;After add financial.;54;scg;3;19;110;192
648;30/11/2023;cds;Tree spend win daughter.;3107;itb;tmt;americas;Haiti;06/12/2023;04/12/2023;09/12/2023;08/12/2023;5335197815;Watson-James;usd;88133772;88133772;gbp;46777248;46777248;eur;77742792;26440131.599999998;22033443.0;11694312.0;usd;19;5956800750;Benefit bar receive thought.;Sure guess benefit himself.;44;160;gbp;Former rate travel.;80;ecg;3;202;202;212
